supermarket,category,productname,price,baseprice,generalurl,imageurl,viewdate
 ALDI Australia,Beauty ,LACURA® Skin Science Renew Expert Night Cream SPF 15 50ml,$10.99,$21.98 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-renew-expert-night-cream-spf-1-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Beauty/Products/ALN2364_AWARDS_HEALTH-AND-BEAUTY_1x1_228x128_2.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Essentials Renew Cleansing Wipes 30pk,$1.69,6c per wipe,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-essentials-renew-cleansing-wipes-30pk/,https://www.aldi.com.au/fileadmin/fm-dam/images/The_Block/Fuelling_the_Block_2016/ALC7782_THE_BLOCK_1x1_228x128_49.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Skin Science Revive Hyaluronic Gel 30ml,$10.99,$36.63 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-revive-hyaluronic-gel-30ml-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Beauty/Products/ALN2364_AWARDS_HEALTH-AND-BEAUTY_1x1_228x128_3.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Skin Science Revive Night Elixir 30ml,$10.99,$36.63 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-revive-night-elixir-30ml-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Beauty/Products/ALN2364_AWARDS_HEALTH-AND-BEAUTY_1x1_228x128_4.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Skin Science Revive Moisture Boost 15ml,$10.99,$73.27 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-revive-moisture-boost-15ml/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_42.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Skin Science Revitalise Expert Day Cream 50ml,$10.99,$21.98 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-revitalise-expert-day-cream-50/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/2019/ALN2147_Q4_SKIN-CARE_1x1_228x128_11R.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Skin Science Revitalise Expert Neck & Décolleté Serum 50ml,$10.99,$21.98 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-revitalise-expert-neck-dcollet/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/2019/ALN2147_Q4_SKIN-CARE_1x1_228x128_12.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Skin Science Revitalise Expert Eye Cream 15ml,$10.99,$73.27 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-revitalise-expert-eye-cream-15/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/2019/ALN2147_Q4_SKIN-CARE_1x1_228x128_13.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Skin Science Revitalise Day Cream with Soy for Mature Skin 50ml,$7.99,$15.98 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-revitalise-day-cream-with-soy/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/2019/ALN2147_Q4_SKIN-CARE_1x1_228x128_6.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Skin Science Revitalise Night Cream with Soy for Mature Skin 50ml,$7.99,$15.98 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-revitalise-night-cream-with-so/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/2019/ALN2147_Q4_SKIN-CARE_1x1_228x128_8.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Skin Science Revitalise Multi Intensive Serum for Mature Skin 50ml,$7.99,$15.98 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-skin-science-revitalise-multi-intensive-ser/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/2019/ALN2147_Q4_SKIN-CARE_1x1_228x128_7.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Essentials Revitalise Cleansing Wipes 30pk,$1.69,6c per wipe,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-essentials-revitalise-cleansing-wipes-30pk/,https://www.aldi.com.au/fileadmin/fm-dam/images/The_Block/Fuelling_the_Block_2016/ALC7782_THE_BLOCK_1x1_228x128_48.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Naturals Revitalising Facial Foaming Cleanser 150ml,$5.99,$3.99 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-naturals-revitalising-facial-foaming-cleans/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_25.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Naturals Pore Cleansing Clarifying Facial Scrub 150ml,$5.99,$3.99 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-naturals-pore-cleansing-clarifying-facial-s/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_26.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Naturals Invigorating Exfoliating Facial Scrub 150ml,$5.99,$3.99 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-naturals-invigorating-exfoliating-facial-sc/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_27.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Naturals Anti-Aging Day Cream with Liquorice Extract Oil & Silk Protein 50ml,$7.99,$15.98 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-naturals-anti-aging-day-cream-with-liquoric/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_24.jpg,2020-09-09 17:25:40
