supermarket,category,productname,price,baseprice,generalurl,imageurl,viewdate
 ALDI Australia,Dairy & Eggs ,Brooklea Joi Mango Yogurt 1kg,$3.29,33c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/brooklea-joi-mango-yogurt-1kg/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Award_Winning_Products/Dairy/2020/Dairy_Awards/ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_2.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Brooklea Joi Mixed Berry Yogurt 1kg,$3.29,33c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/brooklea-joi-mixed-berry-yogurt-1kg/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Award_Winning_Products/Dairy/2020/Dairy_Awards/ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_3.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Brooklea Family Lite Yoghurt 1kg,$3,30c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/brooklea-family-lite-yoghurt-1kg-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/dairy/2020/ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128_.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Just Organic Natural Yogurt 1kg,$4.99,50c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/just-organic-natural-yogurt-1kg-3/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Just_Organic_TM_/2019/Q2/ALN2218_Q2_Just_Organic_Natural_Yoghurt_1kg_1x1_228x128.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Just Organic Vanilla Bean Yogurt 1kg,$4.99,50c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/just-organic-vanilla-bean-yogurt-1kg-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Just_Organic_TM_/2019/Q2/ALN2218_Q2_Just_Organic_Vanilla_Bean_Yoghurt_1kg_1x1_228x128.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Dairy Dream Blueberry Fruit Swirled Yogurt 720g,$4.29,60c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/dairy-dream-fruit-swirled-yogurt-blueberry-720g/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Award_Winning_Products/Dairy/2020/Dairy_Awards/ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_4.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Dairy Dream Greek Style Yogurt No Added Sugar 750g,$4.99,67c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/dairy-dream-greek-style-yogurt-no-added-sugar-750g-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Fresh_Produce/Dairy_Eggs/Products/ALN2364_AWARDS_DAIRY_1x1_228x128_3.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Dairy Dream Greek Style Passionfruit 4 x 115g,$3.19,69c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/dairy-dream-greek-style-passionfruit-4-x-125g-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Fresh_Produce/Dairy_Eggs/Products/ALN2364_AWARDS_DAIRY_1x1_228x128_2.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Brooklea Joi Deluxe Yogurt Classics 6 x 150g,$3.49,39c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/brooklea-joi-deluxe-yogurt-classics-6-x-150g/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Award_Winning_Products/Dairy/2020/Q2/ALN2745_Q2_WEB_AUDIT__DAIRY__1x1_228x128_3.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Brooklea Yogurt Squishies 70g,69,99c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/brooklea-yogurt-squishies-70g-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Award_Winning_Products/Dairy/2020/Q2/ALN2745_Q2_WEB_AUDIT__DAIRY__1x1_228x128_1.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Brooklea Stampede Chocolate Dairy Snack 12 x 100g,$4.29,36c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/brooklea-stampede-chocolate-12-x-100g-2/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Fresh_Produce/Dairy_Eggs/Products/ALN2364_AWARDS_DAIRY_1x1_228x128_35.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Food Envy Chocolate Mousse 2 x 62g,$2.29,$1.85 per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-chocolate-mousse-2-x-62g/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/dairy/2020/ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128_2.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Food Envy Chocolate Mousse with Salted Caramel 2 x 62g,$2.29,$1.85 per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-chocolate-mousse-with-salted-caramel-2-x/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/dairy/2020/ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128_3.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Food Envy Crème Caramel 2 x 150g,$1.99,66c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-creme-caramel-2-x-150g-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/dairy/2020/ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128_4.jpg,2020-09-09 04:03:30
 ALDI Australia,Dairy & Eggs ,Brooklea Vanilla Custard 1kg,$2.99,30c per 100g,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/brooklea-vanilla-custard-1kg-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Fresh_Produce/Dairy_Eggs/Products/ALN2364_AWARDS_DAIRY_1x1_228x128_19.jpg,2020-09-09 04:03:30
