id,supermarket,category,product_name,product_id,price,cup_price,product_url,img_url,viewed_date,ratings,rating_count,product_specials,available_in_stock
1, ALDI Australia,Champagne & Sparkling ,Monsigny Champagne Brut NV 750ml,alchmo1,$22.99,0,https://www.aldi.com.au/en/groceries/liquor/champagne-sparkling/champagne-sparkling-detail/ps/p/monsigny-champagne-brut-nv-750ml/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Champagne_Sparkling/Products/ALN2364_AWARDS_CHAMPAGNE_SPARKLING_1x1_228x128_.jpg,2020-09-20 19:33:41,null,null,null,true
2, ALDI Australia,Champagne & Sparkling ,Veuve Olivier French Sparkling Wine NV 750ml,alchve2,$7.49,0,https://www.aldi.com.au/en/groceries/liquor/champagne-sparkling/champagne-sparkling-detail/ps/p/veuve-olivier-french-sparkling-wine-nv-750ml/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/2020/Champagne_Sparkling/ALN2670_Q1_WEB_AUDIT__CHAMPAGNE_SPARKLING__1x1_228x128_.jpg,2020-09-20 19:33:41,null,null,null,true
3, ALDI Australia,Champagne & Sparkling ,South Point Estate Sparkling Chardonnay Pinot Noir NV 750ml,alchso3,$4.99,0,https://www.aldi.com.au/en/groceries/liquor/champagne-sparkling/champagne-sparkling-detail/ps/p/south-point-estate-sparkling-chardonnay-pinot-noir/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Champagne_Sparkling/Products/Q4_2019/ALN2619_Q4_WEB_AUDIT_CHAMPAGNE_SPARKLING_1x1_228x128_.jpg,2020-09-20 19:33:41,null,null,null,true
4, ALDI Australia,Champagne & Sparkling ,Corte Carista La Cortellina 750ml,alchco4,0c,see price in store*,https://www.aldi.com.au/en/groceries/liquor/champagne-sparkling/champagne-sparkling-detail/ps/p/corte-carista-la-cortellina-750ml-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/2019/Champagne___Sparkling/ALN2230_Q1_CHAMPAGNE-SPARKLING_1x1_228x128_2.jpg,2020-09-20 19:33:41,null,null,null,true
5, ALDI Australia,Champagne & Sparkling ,Corte Carista Prosecco DOC NV 750ml,alchco5,$9.99,0,https://www.aldi.com.au/en/groceries/liquor/champagne-sparkling/champagne-sparkling-detail/ps/p/corte-carista-prosecco-doc-nv-750ml-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Champagne_Sparkling/Products/ALN2364_AWARDS_CHAMPAGNE_SPARKLING_1x1_228x128_4.jpg,2020-09-20 19:33:41,null,null,null,true
6, ALDI Australia,Champagne & Sparkling ,Yellowglen Chardonnay Pinot Noir & Prosecco 750ml,alchye6,$7.99,0,https://www.aldi.com.au/en/groceries/liquor/champagne-sparkling/champagne-sparkling-detail/ps/p/yellowglen-chardonnay-pinot-noir-prosecco-750ml/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/2019/Champagne___Sparkling/ALN2230_Q1_CHAMPAGNE-SPARKLING_1x1_228x128_.jpg,2020-09-20 19:33:41,null,null,null,true
7, ALDI Australia,Champagne & Sparkling ,Claire Creek Sparkling Moscato NV 750ml,alchcl7,$3.99,0,https://www.aldi.com.au/en/groceries/liquor/champagne-sparkling/champagne-sparkling-detail/ps/p/claire-creek-sparkling-moscato-nv-750ml/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/2019/Champagne___Sparkling/ALN2230_Q1_CHAMPAGNE-SPARKLING_1x1_228x128_3.jpg,2020-09-20 19:33:41,null,null,null,true
8, ALDI Australia,Champagne & Sparkling ,Claire Creek Sparkling Moscato Rosa NV 750ml,alchcl8,$3.99,0,https://www.aldi.com.au/en/groceries/liquor/champagne-sparkling/champagne-sparkling-detail/ps/p/claire-creek-sparkling-moscato-rosa-nv-750ml/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Champagne_Sparkling/Products/Q4_2019/ALN2619_Q4_WEB_AUDIT_CHAMPAGNE_SPARKLING_1x1_228x128_2.jpg,2020-09-20 19:33:41,null,null,null,true
9, ALDI Australia,Champagne & Sparkling ,Vallee Des Secrets Sparkling Cuvee NV 750ml,alchva9,$12.99,0,https://www.aldi.com.au/en/groceries/liquor/champagne-sparkling/champagne-sparkling-detail/ps/p/vallee-des-secrets-sparkling-cuvee-nv-750ml/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Champagne_Sparkling/Products/ALN2364_AWARDS_CHAMPAGNE_SPARKLING_1x1_228x128_8.jpg,2020-09-20 19:33:41,null,null,null,true
